Text_arabic,Text_english,Label
helllllllllllllllllllllllooooooooooooo,helllllllllllllllllllllllooooooooooooo,Miscellaneous
ساعدني من فضلك,help me please,Miscellaneous
مرحبا,hello,Miscellaneous
هل يمكنك مساعدتي في التقدم بطلب للحصول على قرض المنزل؟,Could you please help me in applying for a home loan?,Inquiry
مهلا ، هل يمكنك مساعدتي في التقدم بطلب للحصول على قرض المنزل. هاتفي لا,"Hey,  can you please help me in applying for a home loan.  My mobile no I'd",Inquiry
Hiiiii بحاجة إلى قرض المنزل.,Hiiiii Need Home Loan.,Inquiry
مرحبًا هو 971512345678,Hi num is 971512345678,Miscellaneous
بحاجة إلى قرض في اسرع وقت ممكن,Need a loan Asap,Inquiry
؟؟؟؟؟ ؟؟؟ ؟؟؟؟؟؟ 0501304567,????? ??? ?????? 0501304567,Compliment
مطلوب قرض اتصل بي على 971567890543,Loan Needed Contact me on 971567890543,Inquiry
أحتاج إلى قرض منزل. رقم هاتفي هو 0501302345,I need a home loan. My mobile number is 0501302345,Inquiry
مرحباً ، كيف يمكن التقدم بطلب للحصول على قرض سكن في بنك الإمارات للتنمية؟,"Hi, How to apply for a home loan in emirates development bank?",Inquiry
شكرا لك كثيرا على الاستجابة السريعة!!!,Thank you so much for the quick response!!!,Compliment
أنا أيضًا لا أوصي أبدًا بهذا البنك لأي شخص.,Me too never recommend this bank to anyone.,Complaint
971526585617,971526585617,Miscellaneous
قرض المنزل المطلوب,REQUIRED HOME LOAN,Inquiry
بحاجة إلى قرض سيارة منزلي,NEED HOME CAR LOAN,Inquiry
ردًا علىBankOfNewgen,@BankOfNewgen Sample post,Miscellaneous
BankOfNewgen كيفية التقدم بطلب للحصول على SZHP؟,@BankOfNewgen How to apply for SZHP?,Inquiry
BankOfNewgen أريد قرضًا سكنيًا ، يُرجى إعلامي بهذه العملية,@BankOfNewgen I want a home loan please let me know the process,Inquiry
BankOfNewgen أحتاج إلى الاستفادة من قرض لتعزيز عملي. ما هي الخطة التي يقدمها البنك الخاص بك للحصول على قروض تمويل الأعمال؟,@BankOfNewgen  I need to avail a loan to enhance my business. What is the scheme provided for business finance loans by your bank?,Inquiry
بحاجة الى مساعدة لأحد أصدقائي لعملية القرض,Need help for one of my friend for loan process,Inquiry
الحاجة إلى قرض المنزل,NEED HOME LOAN,Inquiry
تحتاج قرض المنزل.,Need HOME LoAn.,Inquiry
تحتاج إلى بطاقة ائتمان,NEED Credit card,Inquiry
تحتاج إلى بطاقة ائتمان وقرض أيضًا,Need Credit Card and Loan too,Inquiry
تم استلام 0 الخاص بك وسوف تقوم الإدارة ذات الصلة بالعمل اللازم. من فضلك لا تتردد في الاتصال بنا WI-0000003349-EDB. يرجى مشاركة رقم هاتفك المحمول عبر الرسائل الخاصة ، يرجى عدم الرد على ذلك.,"Your 0 has been received and the relevant department will do the necessary work. Please do not hesitate to contact usWI-0000003349-EDB. Please share your mobile number via private messages, please do not reply to this.",Miscellaneous
عزيزي فريق خدمة العملاء في EDB أريد التقدم بطلب للحصول على قرض منزل. شكرا XYZ,Dear EDB's Customer Service Team  I want to apply for a home loan.  Thanks XYZ,Inquiry
أنا أيضًا لا أوصي بهذا أبدًا لأي شخص,Me too never recommend this to anyone,Complaint
تم استلام 0 الخاص بك وسوف تقوم الإدارة ذات الصلة بالعمل اللازم. من فضلك لا تتردد في الاتصال بنا WI-0000003353-EDB. يرجى مشاركة رقم هاتفك المحمول عبر الرسائل الخاصة ، يرجى عدم الرد على ذلك.,"Your 0 has been received and the relevant department will do the necessary work. Please do not hesitate to contact usWI-0000003353-EDB. Please share your mobile number via private messages, please do not reply to this.",Miscellaneous
971543567876,971543567876,Miscellaneous
شكرا لك كثيرا على الاستجابة السريعة!!,Thank you so much for the quick response!!,Compliment
مرحبًا البنك ، أحتاج إلى الاستفادة من قرض المنزل من مصرفك. يرجى إرشادي خلال المخطط والعملية والمستندات المطلوبة لذلك. يمكنك الاتصال بي على 971501302345. شكرًا لك وتحياتي ليزا ويست,"Hi bank,  I need to avail a home loan from your bank. kindly guide me through the scheme , the process and the documents that are required for the same.  You may contact me on  971501302345.  Thanks & Regards Lisa West",Inquiry
بحاجة إلى قرض وما هي المستندات المطلوبة,need loan and what documents are required,Inquiry
أنا أيضا بحاجة إلى قرض,Me too need a loan,Inquiry
HOGHERTIJNBDFKNVBIGUIERB,HOGHERTIJNBDFKNVBIGUIERB,Miscellaneous
المتطلبات,requirement,Miscellaneous
يا أريد القروض,hey i want loans,Inquiry
Hello EDB i يتطلب قرضًا,Hello EDB i requires a loan,Inquiry
مطلوب قرض قرض قرض,loan loan loan required,Inquiry
هايي 987807444465465,Hiiiiii 987807444465465,Miscellaneous
قرض قرض مطلوب,required loan loan,Inquiry
العميل منزعج للغاية من خدماتك,Customer are very disturbed with your services,Complaint
شكرا لك كثيرا على الاستجابة السريعة!!!,Thank you so much for the quick response!!!,Compliment
مرحبا,helloooo,Miscellaneous
hellloooooo hhh,hellloooooo hhh,Miscellaneous
اريد loannnnnnnnn,I want loannnnnnnnn,Miscellaneous
هل يمكنك أن تعطيني بعض التفاصيل لمنتج القرض هذا؟,Can you please give me some details for this loan product?,Inquiry
من فضلك أخبرني عن منتج القرض هذا,Please tell me about this loan product,Inquiry
BankofNg مرحباً أخبرني عن القرض,@BankofNg hello tell me about the loan,Inquiry
معلومات القرض من فضلك,Loan information please,Inquiry
تفاصيل القرض من فضلك مرة أخرى,Loan details again please,Inquiry
من فضلك أعطني تفاصيل القرض شكرا,Please give me loan details  Thanks,Inquiry
BankofNg يرجى إبلاغي بسياسات وإجراءات القرض,@BankofNg Please let me know about the loan policies and procedures,Inquiry
هل هناك أي خطط قروض جديدة لغرض العمل؟,Is there any new loan schemes for business purpose?,Inquiry
من فضلك أرسل لي تفاصيل بوليصة التأمين على الحياة الجديدة الخاصة بك,Please send me your new life insurance policy details,Inquiry
bankofng قرض قرض قرض؟,@bankofng loan loan loan?,Miscellaneous
@ lisawest009 من فضلك لا تتردد في الاتصال بنا WI-0000003391-EDB. تم استلام رقم 0 الخاص بك وسوف يقوم القسم المعني بالأعمال اللازمة ، يرجى عدم الرد على هذه الرسالة.,@lisawest009 Please do not hesitate to contact us WI-0000003391-EDB. Your 0 has been received and the relevant department will do the necessary work.Please do not reply to this message.,Miscellaneous
BankofNg @ lisawest009 من فضلك قل لي إجراءات القرض,@BankofNg @lisawest009 Please tell me loan procedures,Inquiry
قرض قرض أعطني قرض. رقم 971501813413,loan loan give me loan. Number 971501813413,Inquiry
بحاجة إلى قرض المنزل,need home loan,Inquiry
بحاجة لمعرفة السياسات كذلك. رقم هاتفي هو 971543254378,Need to know the policies as well. My number is 971543254378,Inquiry
بحاجة إلى قرض ، هل يمكنك أن ترسل لي التفاصيل في أسرع وقت ممكن,"Need loan, can you send me the details asap",Inquiry
5114536312,5114536312,Miscellaneous
هههههههههههه,Hahahahhahaa,Miscellaneous
5848548485485,5848548485485,Miscellaneous
بحاجة إلى قرض. رقمي هو 9715678900643,Need a loan. My number is this 9715678900643,Inquiry
بحاجة إلى قرض. رقمي هو 9715678900645,Need a loan. My number is this 9715678900645,Inquiry
BankofNG شكرا لخدمتك عالية الجودة,@BankofNG thanks for your quality service,Compliment
بوالص التأمين BankofNg,@BankofNg insurance policies,Miscellaneous
مهلا ، هل لديك أي خطط قروض تجارية لرواد الأعمال. شكر,"Hey,  Do you have any business loan schemes for entrepreneurs.  Thanks",Inquiry
BankofNg ما هو SHZP؟,@BankofNg What is SHZP?,Inquiry
مطلوبBankofNg مخططات القروض السكنية الجديدة 971526286699,@BankofNg new home loan schemes are required  971526286699,Inquiry
BankofNg @ lisawest009 أحتاج إلى قرض منزل أخبرني عنه,@BankofNg @lisawest009 i need a home loan tell me about it,Inquiry
بحاجة لقرض منزل ، من فضلك قل عن ذلك,need a home loan please tell about that,Inquiry
أحتاج إلى تفاصيل المعاملات أيضًا يوم الثلاثاء ، 14 يناير 2020 ، الساعة 12:30 مساءً ، كتبت Sunita Mandal <sunita.mandal701@gmail.com>: شكرًا لك على ردك. > رقم هاتفي هو 971504866011>> في Tue ، 14 كانون الثاني (يناير) 2020 الساعة 12:30 ظهرًا <digitalsensingbank@gmail.com> كتب:> >> مرحبًا >> >> يرجى مشاركة رقم هاتفك المحمول لأغراض التتبع. >> >> مع أطيب التحيات >> >> مصرف الإمارات للتنمية >>>,"I need transcations details as well  On Tue, 14 Jan 2020 at 12:30 PM, Sunita Mandal <sunita.mandal701@gmail.com> wrote:  > Thank you for your response. > My number is 971504866011 > > On Tue, Jan 14, 2020 at 12:30 PM <digitalsensingbank@gmail.com> wrote: > >> Hello, >> >> Please share your mobile number for tracking purposes. >> >> Kind regards, >> >> Emirates Development Bank >> >",Compliment
BankofNg 971589674695,@BankofNg 971589674695,Miscellaneous
@ Shambhavi4128BankofNg لا تغرد على حسابي,@Shambhavi4128 @BankofNg dont tweet on my account,Complaint
@ lisawest009BankofNg بخير sry,@lisawest009 @BankofNg okay sry,Miscellaneous
BankofNg @ lisawest009 أحتاج إلى قرض منزل أخبرني عنه,@BankofNg @lisawest009 i need a home loan tell me about it,Inquiry
@ Shambhavi4128BankofNg لا تغرد على حسابي,@Shambhavi4128 @BankofNg dont tweet on my account,Complaint
BankofNg ما هو SME هل يمكنك مساعدتي في الوقوف تحت هذا ؟؟؟؟؟,@BankofNg  what is SME can you please help me to under stand that?????,Inquiry
إن الأهمية الاقتصادية والمصرفية لقطاع المشروعات الصغيرة والمتوسطة (SME) معترف بها جيدًا في BankofNg والأدب السياسي.,The economic and banking importance of the small and medium enterprise (SME) sector is well recognized in academic @BankofNg  and policy literature.,Compliment
lalalallalalalalalalalalaofjergbev بكجويففBankofNg,lalalallalalalalalalalalaofjergbev bkjwefhv @BankofNg,Miscellaneous
سوب؟,SUP?,Miscellaneous
BankofNg 971548485555,@BankofNg 971548485555,Miscellaneous
56412ewgtw4 erft5rg,56412ewgtw4 erft5rg,Miscellaneous
يرجى مشاركة رقم الاتصال بخدمة العملاء الذي تريد معرفته عن بوليصة التأمين الخاصة بي,Please share the customer service contact number you want to know about my insurance policy,Inquiry
قرض قرض قرض قرض قرض مطلوب,loan loan loan loan loan required,Inquiry
ما هو SME أريد أن أعلم عنه,what is sme i want to kn ow about it,Inquiry
تحتاج وثائق التأمين لفهم,insurance policies need to understand,Inquiry
بحاجة إلى وثائق التأمين,need to insurance policies,Inquiry
eyeyyeeyyeyeyeyeyeyyeye,eyeyyeeyyeyeyeyeyeyyeye,Miscellaneous
المساعدة في إجراء القرض رقم الاتصال الخاص بي هو: 971627175021,help with the loan procedure my contact numver is  :971627175021,Inquiry
BankofNg ساعدني في وثائق قرض السكن الجديدة,@BankofNg help me with the new home loan documents,Inquiry
مساعدة في المستندات 971595595955,help with the docs 971595595955,Inquiry
BankofNg بحاجة إلى استرداد مبلغ بوليصة التأمين الخاص بي وهو غير قابل للاستخدام,@BankofNg need to refund my insurance policy amount which is unusable,Inquiry
